signal_id,road_id,county,district,maintaining_agency,signal_description,controller_design,signal_nc,latitude,longitude,source_name,source_portal,query_endpoint
3516,87080001,Miami-Dade,6,MIAMI-DADE,NE 10 AV,N/A,N/A,25.850364,-80.176511,FDOT Traffic Signal Locations TDA,https://services1.arcgis.com/O1JpcwDW8sjYuddV/arcgis/rest/services/Traffic_Signal_Locations_TDA/FeatureServer/0,https://services1.arcgis.com/O1JpcwDW8sjYuddV/arcgis/rest/services/Traffic_Signal_Locations_TDA/FeatureServer/0/query?where=COUNTY%3D%27Miami-Dade%27&outFields=SIGNALID%2CCOUNTY%2CRDWYID%2CDISTRICT%2CMAINTAGC%2CSDESTRET%2CCNTLRDES%2CSIGNALNC&returnGeometry=true&outSR=4326&f=json
2203,87053001,Miami-Dade,6,MIAMI-DADE,W 24 ST,N/A,N/A,25.77235,-80.234764,FDOT Traffic Signal Locations TDA,https://services1.arcgis.com/O1JpcwDW8sjYuddV/arcgis/rest/services/Traffic_Signal_Locations_TDA/FeatureServer/0,https://services1.arcgis.com/O1JpcwDW8sjYuddV/arcgis/rest/services/Traffic_Signal_Locations_TDA/FeatureServer/0/query?where=COUNTY%3D%27Miami-Dade%27&outFields=SIGNALID%2CCOUNTY%2CRDWYID%2CDISTRICT%2CMAINTAGC%2CSDESTRET%2CCNTLRDES%2CSIGNALNC&returnGeometry=true&outSR=4326&f=json
2507,87240000,Miami-Dade,6,MIAMI-DADE,NW 95 ST,N/A,N/A,25.860425,-80.242176,FDOT Traffic Signal Locations TDA,https://services1.arcgis.com/O1JpcwDW8sjYuddV/arcgis/rest/services/Traffic_Signal_Locations_TDA/FeatureServer/0,https://services1.arcgis.com/O1JpcwDW8sjYuddV/arcgis/rest/services/Traffic_Signal_Locations_TDA/FeatureServer/0/query?where=COUNTY%3D%27Miami-Dade%27&outFields=SIGNALID%2CCOUNTY%2CRDWYID%2CDISTRICT%2CMAINTAGC%2CSDESTRET%2CCNTLRDES%2CSIGNALNC&returnGeometry=true&outSR=4326&f=json
6796,87030000,Miami-Dade,6,MIAMI-DADE,N/A,N/A,N/A,25.755749,-80.195928,FDOT Traffic Signal Locations TDA,https://services1.arcgis.com/O1JpcwDW8sjYuddV/arcgis/rest/services/Traffic_Signal_Locations_TDA/FeatureServer/0,https://services1.arcgis.com/O1JpcwDW8sjYuddV/arcgis/rest/services/Traffic_Signal_Locations_TDA/FeatureServer/0/query?where=COUNTY%3D%27Miami-Dade%27&outFields=SIGNALID%2CCOUNTY%2CRDWYID%2CDISTRICT%2CMAINTAGC%2CSDESTRET%2CCNTLRDES%2CSIGNALNC&returnGeometry=true&outSR=4326&f=json
2876,87281000,Miami-Dade,6,MIAMI-DADE,E 41 ST,N/A,N/A,25.859767,-80.266589,FDOT Traffic Signal Locations TDA,https://services1.arcgis.com/O1JpcwDW8sjYuddV/arcgis/rest/services/Traffic_Signal_Locations_TDA/FeatureServer/0,https://services1.arcgis.com/O1JpcwDW8sjYuddV/arcgis/rest/services/Traffic_Signal_Locations_TDA/FeatureServer/0/query?where=COUNTY%3D%27Miami-Dade%27&outFields=SIGNALID%2CCOUNTY%2CRDWYID%2CDISTRICT%2CMAINTAGC%2CSDESTRET%2CCNTLRDES%2CSIGNALNC&returnGeometry=true&outSR=4326&f=json
3421,87030001,Miami-Dade,6,MIAMI-DADE,SR 970/SE 3 ST,N/A,02,25.771771,-80.190155,FDOT Traffic Signal Locations TDA,https://services1.arcgis.com/O1JpcwDW8sjYuddV/arcgis/rest/services/Traffic_Signal_Locations_TDA/FeatureServer/0,https://services1.arcgis.com/O1JpcwDW8sjYuddV/arcgis/rest/services/Traffic_Signal_Locations_TDA/FeatureServer/0/query?where=COUNTY%3D%27Miami-Dade%27&outFields=SIGNALID%2CCOUNTY%2CRDWYID%2CDISTRICT%2CMAINTAGC%2CSDESTRET%2CCNTLRDES%2CSIGNALNC&returnGeometry=true&outSR=4326&f=json
3535,87072000,Miami-Dade,6,MIAMI-DADE,SR 94/ SW 88 ST,N/A,02,25.686989,-80.365857,FDOT Traffic Signal Locations TDA,https://services1.arcgis.com/O1JpcwDW8sjYuddV/arcgis/rest/services/Traffic_Signal_Locations_TDA/FeatureServer/0,https://services1.arcgis.com/O1JpcwDW8sjYuddV/arcgis/rest/services/Traffic_Signal_Locations_TDA/FeatureServer/0/query?where=COUNTY%3D%27Miami-Dade%27&outFields=SIGNALID%2CCOUNTY%2CRDWYID%2CDISTRICT%2CMAINTAGC%2CSDESTRET%2CCNTLRDES%2CSIGNALNC&returnGeometry=true&outSR=4326&f=json
3779,87052000,Miami-Dade,6,MIAMI-DADE,NE 2 AV,N/A,N/A,25.884478,-80.194224,FDOT Traffic Signal Locations TDA,https://services1.arcgis.com/O1JpcwDW8sjYuddV/arcgis/rest/services/Traffic_Signal_Locations_TDA/FeatureServer/0,https://services1.arcgis.com/O1JpcwDW8sjYuddV/arcgis/rest/services/Traffic_Signal_Locations_TDA/FeatureServer/0/query?where=COUNTY%3D%27Miami-Dade%27&outFields=SIGNALID%2CCOUNTY%2CRDWYID%2CDISTRICT%2CMAINTAGC%2CSDESTRET%2CCNTLRDES%2CSIGNALNC&returnGeometry=true&outSR=4326&f=json
4369,87008000,Miami-Dade,6,MIAMI-DADE,SESAME ST,N/A,N/A,25.896893,-80.253461,FDOT Traffic Signal Locations TDA,https://services1.arcgis.com/O1JpcwDW8sjYuddV/arcgis/rest/services/Traffic_Signal_Locations_TDA/FeatureServer/0,https://services1.arcgis.com/O1JpcwDW8sjYuddV/arcgis/rest/services/Traffic_Signal_Locations_TDA/FeatureServer/0/query?where=COUNTY%3D%27Miami-Dade%27&outFields=SIGNALID%2CCOUNTY%2CRDWYID%2CDISTRICT%2CMAINTAGC%2CSDESTRET%2CCNTLRDES%2CSIGNALNC&returnGeometry=true&outSR=4326&f=json
5051,87072000,Miami-Dade,6,MIAMI-DADE,SW 9100 BLK,N/A,N/A,25.683847,-80.367355,FDOT Traffic Signal Locations TDA,https://services1.arcgis.com/O1JpcwDW8sjYuddV/arcgis/rest/services/Traffic_Signal_Locations_TDA/FeatureServer/0,https://services1.arcgis.com/O1JpcwDW8sjYuddV/arcgis/rest/services/Traffic_Signal_Locations_TDA/FeatureServer/0/query?where=COUNTY%3D%27Miami-Dade%27&outFields=SIGNALID%2CCOUNTY%2CRDWYID%2CDISTRICT%2CMAINTAGC%2CSDESTRET%2CCNTLRDES%2CSIGNALNC&returnGeometry=true&outSR=4326&f=json
2217,87053001,Miami-Dade,6,MIAMI-DADE,SW 2 AV,N/A,N/A,25.773212,-80.197583,FDOT Traffic Signal Locations TDA,https://services1.arcgis.com/O1JpcwDW8sjYuddV/arcgis/rest/services/Traffic_Signal_Locations_TDA/FeatureServer/0,https://services1.arcgis.com/O1JpcwDW8sjYuddV/arcgis/rest/services/Traffic_Signal_Locations_TDA/FeatureServer/0/query?where=COUNTY%3D%27Miami-Dade%27&outFields=SIGNALID%2CCOUNTY%2CRDWYID%2CDISTRICT%2CMAINTAGC%2CSDESTRET%2CCNTLRDES%2CSIGNALNC&returnGeometry=true&outSR=4326&f=json
3815,87030000,Miami-Dade,6,MIAMI-DADE,NE 11200 BLK,N/A,N/A,25.87953,-80.167332,FDOT Traffic Signal Locations TDA,https://services1.arcgis.com/O1JpcwDW8sjYuddV/arcgis/rest/services/Traffic_Signal_Locations_TDA/FeatureServer/0,https://services1.arcgis.com/O1JpcwDW8sjYuddV/arcgis/rest/services/Traffic_Signal_Locations_TDA/FeatureServer/0/query?where=COUNTY%3D%27Miami-Dade%27&outFields=SIGNALID%2CCOUNTY%2CRDWYID%2CDISTRICT%2CMAINTAGC%2CSDESTRET%2CCNTLRDES%2CSIGNALNC&returnGeometry=true&outSR=4326&f=json
6335,87060000,Miami-Dade,6,MIAMI-DADE,4441 ENT,N/A,N/A,25.816726,-80.123372,FDOT Traffic Signal Locations TDA,https://services1.arcgis.com/O1JpcwDW8sjYuddV/arcgis/rest/services/Traffic_Signal_Locations_TDA/FeatureServer/0,https://services1.arcgis.com/O1JpcwDW8sjYuddV/arcgis/rest/services/Traffic_Signal_Locations_TDA/FeatureServer/0/query?where=COUNTY%3D%27Miami-Dade%27&outFields=SIGNALID%2CCOUNTY%2CRDWYID%2CDISTRICT%2CMAINTAGC%2CSDESTRET%2CCNTLRDES%2CSIGNALNC&returnGeometry=true&outSR=4326&f=json
5125,87072000,Miami-Dade,6,MIAMI-DADE,N/A,N/A,N/A,25.765206,-80.368668,FDOT Traffic Signal Locations TDA,https://services1.arcgis.com/O1JpcwDW8sjYuddV/arcgis/rest/services/Traffic_Signal_Locations_TDA/FeatureServer/0,https://services1.arcgis.com/O1JpcwDW8sjYuddV/arcgis/rest/services/Traffic_Signal_Locations_TDA/FeatureServer/0/query?where=COUNTY%3D%27Miami-Dade%27&outFields=SIGNALID%2CCOUNTY%2CRDWYID%2CDISTRICT%2CMAINTAGC%2CSDESTRET%2CCNTLRDES%2CSIGNALNC&returnGeometry=true&outSR=4326&f=json
4324,87091000,Miami-Dade,6,MIAMI-DADE,OFF RAMP 87471602,N/A,N/A,25.595182,-80.372955,FDOT Traffic Signal Locations TDA,https://services1.arcgis.com/O1JpcwDW8sjYuddV/arcgis/rest/services/Traffic_Signal_Locations_TDA/FeatureServer/0,https://services1.arcgis.com/O1JpcwDW8sjYuddV/arcgis/rest/services/Traffic_Signal_Locations_TDA/FeatureServer/0/query?where=COUNTY%3D%27Miami-Dade%27&outFields=SIGNALID%2CCOUNTY%2CRDWYID%2CDISTRICT%2CMAINTAGC%2CSDESTRET%2CCNTLRDES%2CSIGNALNC&returnGeometry=true&outSR=4326&f=json
2248,87120000,Miami-Dade,6,MIAMI-DADE,SR 933/ SW 12 AVE,N/A,N/A,25.765867,-80.214375,FDOT Traffic Signal Locations TDA,https://services1.arcgis.com/O1JpcwDW8sjYuddV/arcgis/rest/services/Traffic_Signal_Locations_TDA/FeatureServer/0,https://services1.arcgis.com/O1JpcwDW8sjYuddV/arcgis/rest/services/Traffic_Signal_Locations_TDA/FeatureServer/0/query?where=COUNTY%3D%27Miami-Dade%27&outFields=SIGNALID%2CCOUNTY%2CRDWYID%2CDISTRICT%2CMAINTAGC%2CSDESTRET%2CCNTLRDES%2CSIGNALNC&returnGeometry=true&outSR=4326&f=json
6942,87120001,Miami-Dade,6,MIAMI-DADE,BRICKELL CITY CENTRE,N/A,N/A,25.767419,-80.192289,FDOT Traffic Signal Locations TDA,https://services1.arcgis.com/O1JpcwDW8sjYuddV/arcgis/rest/services/Traffic_Signal_Locations_TDA/FeatureServer/0,https://services1.arcgis.com/O1JpcwDW8sjYuddV/arcgis/rest/services/Traffic_Signal_Locations_TDA/FeatureServer/0/query?where=COUNTY%3D%27Miami-Dade%27&outFields=SIGNALID%2CCOUNTY%2CRDWYID%2CDISTRICT%2CMAINTAGC%2CSDESTRET%2CCNTLRDES%2CSIGNALNC&returnGeometry=true&outSR=4326&f=json
5642,87012000,Miami-Dade,6,MIAMI-DADE,N/A,N/A,N/A,25.951442,-80.278096,FDOT Traffic Signal Locations TDA,https://services1.arcgis.com/O1JpcwDW8sjYuddV/arcgis/rest/services/Traffic_Signal_Locations_TDA/FeatureServer/0,https://services1.arcgis.com/O1JpcwDW8sjYuddV/arcgis/rest/services/Traffic_Signal_Locations_TDA/FeatureServer/0/query?where=COUNTY%3D%27Miami-Dade%27&outFields=SIGNALID%2CCOUNTY%2CRDWYID%2CDISTRICT%2CMAINTAGC%2CSDESTRET%2CCNTLRDES%2CSIGNALNC&returnGeometry=true&outSR=4326&f=json
3634,87080900,Miami-Dade,6,MIAMI-DADE,NW 6 CT,N/A,N/A,25.847072,-80.208536,FDOT Traffic Signal Locations TDA,https://services1.arcgis.com/O1JpcwDW8sjYuddV/arcgis/rest/services/Traffic_Signal_Locations_TDA/FeatureServer/0,https://services1.arcgis.com/O1JpcwDW8sjYuddV/arcgis/rest/services/Traffic_Signal_Locations_TDA/FeatureServer/0/query?where=COUNTY%3D%27Miami-Dade%27&outFields=SIGNALID%2CCOUNTY%2CRDWYID%2CDISTRICT%2CMAINTAGC%2CSDESTRET%2CCNTLRDES%2CSIGNALNC&returnGeometry=true&outSR=4326&f=json
2143,87281000,Miami-Dade,6,MIAMI-DADE,NW 14 ST,N/A,N/A,25.786035,-80.264057,FDOT Traffic Signal Locations TDA,https://services1.arcgis.com/O1JpcwDW8sjYuddV/arcgis/rest/services/Traffic_Signal_Locations_TDA/FeatureServer/0,https://services1.arcgis.com/O1JpcwDW8sjYuddV/arcgis/rest/services/Traffic_Signal_Locations_TDA/FeatureServer/0/query?where=COUNTY%3D%27Miami-Dade%27&outFields=SIGNALID%2CCOUNTY%2CRDWYID%2CDISTRICT%2CMAINTAGC%2CSDESTRET%2CCNTLRDES%2CSIGNALNC&returnGeometry=true&outSR=4326&f=json
2528,87034000,Miami-Dade,6,MIAMI-DADE,NE 113 ST,N/A,N/A,25.879175,-80.185599,FDOT Traffic Signal Locations TDA,https://services1.arcgis.com/O1JpcwDW8sjYuddV/arcgis/rest/services/Traffic_Signal_Locations_TDA/FeatureServer/0,https://services1.arcgis.com/O1JpcwDW8sjYuddV/arcgis/rest/services/Traffic_Signal_Locations_TDA/FeatureServer/0/query?where=COUNTY%3D%27Miami-Dade%27&outFields=SIGNALID%2CCOUNTY%2CRDWYID%2CDISTRICT%2CMAINTAGC%2CSDESTRET%2CCNTLRDES%2CSIGNALNC&returnGeometry=true&outSR=4326&f=json
7349,87080000,Miami-Dade,6,MIAMI DADE COUNTY,N/A,N/A,N/A,25.848083,-80.174855,FDOT Traffic Signal Locations TDA,https://services1.arcgis.com/O1JpcwDW8sjYuddV/arcgis/rest/services/Traffic_Signal_Locations_TDA/FeatureServer/0,https://services1.arcgis.com/O1JpcwDW8sjYuddV/arcgis/rest/services/Traffic_Signal_Locations_TDA/FeatureServer/0/query?where=COUNTY%3D%27Miami-Dade%27&outFields=SIGNALID%2CCOUNTY%2CRDWYID%2CDISTRICT%2CMAINTAGC%2CSDESTRET%2CCNTLRDES%2CSIGNALNC&returnGeometry=true&outSR=4326&f=json
3343,87044000,Miami-Dade,6,MIAMI-DADE,SW 112 AV,N/A,N/A,25.732133,-80.375771,FDOT Traffic Signal Locations TDA,https://services1.arcgis.com/O1JpcwDW8sjYuddV/arcgis/rest/services/Traffic_Signal_Locations_TDA/FeatureServer/0,https://services1.arcgis.com/O1JpcwDW8sjYuddV/arcgis/rest/services/Traffic_Signal_Locations_TDA/FeatureServer/0/query?where=COUNTY%3D%27Miami-Dade%27&outFields=SIGNALID%2CCOUNTY%2CRDWYID%2CDISTRICT%2CMAINTAGC%2CSDESTRET%2CCNTLRDES%2CSIGNALNC&returnGeometry=true&outSR=4326&f=json
2485,87250000,Miami-Dade,6,MIAMI-DADE,NW 22 AVE,N/A,N/A,25.824175,-80.232697,FDOT Traffic Signal Locations TDA,https://services1.arcgis.com/O1JpcwDW8sjYuddV/arcgis/rest/services/Traffic_Signal_Locations_TDA/FeatureServer/0,https://services1.arcgis.com/O1JpcwDW8sjYuddV/arcgis/rest/services/Traffic_Signal_Locations_TDA/FeatureServer/0/query?where=COUNTY%3D%27Miami-Dade%27&outFields=SIGNALID%2CCOUNTY%2CRDWYID%2CDISTRICT%2CMAINTAGC%2CSDESTRET%2CCNTLRDES%2CSIGNALNC&returnGeometry=true&outSR=4326&f=json
2098,87090000,Miami-Dade,6,MIAMI-DADE,NE 2 AVE,N/A,N/A,25.810616,-80.19041,FDOT Traffic Signal Locations TDA,https://services1.arcgis.com/O1JpcwDW8sjYuddV/arcgis/rest/services/Traffic_Signal_Locations_TDA/FeatureServer/0,https://services1.arcgis.com/O1JpcwDW8sjYuddV/arcgis/rest/services/Traffic_Signal_Locations_TDA/FeatureServer/0/query?where=COUNTY%3D%27Miami-Dade%27&outFields=SIGNALID%2CCOUNTY%2CRDWYID%2CDISTRICT%2CMAINTAGC%2CSDESTRET%2CCNTLRDES%2CSIGNALNC&returnGeometry=true&outSR=4326&f=json
4987,87002000,Miami-Dade,6,MIAMI-DADE,NW 165 TER,N/A,N/A,25.923462,-80.293093,FDOT Traffic Signal Locations TDA,https://services1.arcgis.com/O1JpcwDW8sjYuddV/arcgis/rest/services/Traffic_Signal_Locations_TDA/FeatureServer/0,https://services1.arcgis.com/O1JpcwDW8sjYuddV/arcgis/rest/services/Traffic_Signal_Locations_TDA/FeatureServer/0/query?where=COUNTY%3D%27Miami-Dade%27&outFields=SIGNALID%2CCOUNTY%2CRDWYID%2CDISTRICT%2CMAINTAGC%2CSDESTRET%2CCNTLRDES%2CSIGNALNC&returnGeometry=true&outSR=4326&f=json
5063,87016000,Miami-Dade,6,MIAMI-DADE,N/A,N/A,N/A,25.813846,-80.13031,FDOT Traffic Signal Locations TDA,https://services1.arcgis.com/O1JpcwDW8sjYuddV/arcgis/rest/services/Traffic_Signal_Locations_TDA/FeatureServer/0,https://services1.arcgis.com/O1JpcwDW8sjYuddV/arcgis/rest/services/Traffic_Signal_Locations_TDA/FeatureServer/0/query?where=COUNTY%3D%27Miami-Dade%27&outFields=SIGNALID%2CCOUNTY%2CRDWYID%2CDISTRICT%2CMAINTAGC%2CSDESTRET%2CCNTLRDES%2CSIGNALNC&returnGeometry=true&outSR=4326&f=json
2359,87085000,Miami-Dade,6,MIAMI-DADE,NW 11 ST,N/A,N/A,25.783999,-80.214537,FDOT Traffic Signal Locations TDA,https://services1.arcgis.com/O1JpcwDW8sjYuddV/arcgis/rest/services/Traffic_Signal_Locations_TDA/FeatureServer/0,https://services1.arcgis.com/O1JpcwDW8sjYuddV/arcgis/rest/services/Traffic_Signal_Locations_TDA/FeatureServer/0/query?where=COUNTY%3D%27Miami-Dade%27&outFields=SIGNALID%2CCOUNTY%2CRDWYID%2CDISTRICT%2CMAINTAGC%2CSDESTRET%2CCNTLRDES%2CSIGNALNC&returnGeometry=true&outSR=4326&f=json
2880,87038000,Miami-Dade,6,MIAMI-DADE,E 10 AV,N/A,N/A,25.867335,-80.263087,FDOT Traffic Signal Locations TDA,https://services1.arcgis.com/O1JpcwDW8sjYuddV/arcgis/rest/services/Traffic_Signal_Locations_TDA/FeatureServer/0,https://services1.arcgis.com/O1JpcwDW8sjYuddV/arcgis/rest/services/Traffic_Signal_Locations_TDA/FeatureServer/0/query?where=COUNTY%3D%27Miami-Dade%27&outFields=SIGNALID%2CCOUNTY%2CRDWYID%2CDISTRICT%2CMAINTAGC%2CSDESTRET%2CCNTLRDES%2CSIGNALNC&returnGeometry=true&outSR=4326&f=json
5267,87030000,Miami-Dade,6,MIAMI-DADE,NE 208 ST/NE 207 ST,N/A,N/A,25.967867,-80.145011,FDOT Traffic Signal Locations TDA,https://services1.arcgis.com/O1JpcwDW8sjYuddV/arcgis/rest/services/Traffic_Signal_Locations_TDA/FeatureServer/0,https://services1.arcgis.com/O1JpcwDW8sjYuddV/arcgis/rest/services/Traffic_Signal_Locations_TDA/FeatureServer/0/query?where=COUNTY%3D%27Miami-Dade%27&outFields=SIGNALID%2CCOUNTY%2CRDWYID%2CDISTRICT%2CMAINTAGC%2CSDESTRET%2CCNTLRDES%2CSIGNALNC&returnGeometry=true&outSR=4326&f=json
3831,87001000,Miami-Dade,6,MIAMI-DADE,SW 99 CT,N/A,N/A,25.687283,-80.35441,FDOT Traffic Signal Locations TDA,https://services1.arcgis.com/O1JpcwDW8sjYuddV/arcgis/rest/services/Traffic_Signal_Locations_TDA/FeatureServer/0,https://services1.arcgis.com/O1JpcwDW8sjYuddV/arcgis/rest/services/Traffic_Signal_Locations_TDA/FeatureServer/0/query?where=COUNTY%3D%27Miami-Dade%27&outFields=SIGNALID%2CCOUNTY%2CRDWYID%2CDISTRICT%2CMAINTAGC%2CSDESTRET%2CCNTLRDES%2CSIGNALNC&returnGeometry=true&outSR=4326&f=json
3197,87060001,Miami-Dade,6,MIAMI-DADE,73 ST,N/A,N/A,25.858402,-80.122133,FDOT Traffic Signal Locations TDA,https://services1.arcgis.com/O1JpcwDW8sjYuddV/arcgis/rest/services/Traffic_Signal_Locations_TDA/FeatureServer/0,https://services1.arcgis.com/O1JpcwDW8sjYuddV/arcgis/rest/services/Traffic_Signal_Locations_TDA/FeatureServer/0/query?where=COUNTY%3D%27Miami-Dade%27&outFields=SIGNALID%2CCOUNTY%2CRDWYID%2CDISTRICT%2CMAINTAGC%2CSDESTRET%2CCNTLRDES%2CSIGNALNC&returnGeometry=true&outSR=4326&f=json
3349,87047000,Miami-Dade,6,MIAMI-DADE,SR 990/SW 112 ST,N/A,02,25.666037,-80.334883,FDOT Traffic Signal Locations TDA,https://services1.arcgis.com/O1JpcwDW8sjYuddV/arcgis/rest/services/Traffic_Signal_Locations_TDA/FeatureServer/0,https://services1.arcgis.com/O1JpcwDW8sjYuddV/arcgis/rest/services/Traffic_Signal_Locations_TDA/FeatureServer/0/query?where=COUNTY%3D%27Miami-Dade%27&outFields=SIGNALID%2CCOUNTY%2CRDWYID%2CDISTRICT%2CMAINTAGC%2CSDESTRET%2CCNTLRDES%2CSIGNALNC&returnGeometry=true&outSR=4326&f=json
6640,87160000,Miami-Dade,6,MIAMI-DADE,BUSWAY,N/A,N/A,25.447769,-80.47946,FDOT Traffic Signal Locations TDA,https://services1.arcgis.com/O1JpcwDW8sjYuddV/arcgis/rest/services/Traffic_Signal_Locations_TDA/FeatureServer/0,https://services1.arcgis.com/O1JpcwDW8sjYuddV/arcgis/rest/services/Traffic_Signal_Locations_TDA/FeatureServer/0/query?where=COUNTY%3D%27Miami-Dade%27&outFields=SIGNALID%2CCOUNTY%2CRDWYID%2CDISTRICT%2CMAINTAGC%2CSDESTRET%2CCNTLRDES%2CSIGNALNC&returnGeometry=true&outSR=4326&f=json
2333,87240000,Miami-Dade,6,MIAMI-DADE,NW 7 ST,N/A,N/A,25.779398,-80.239277,FDOT Traffic Signal Locations TDA,https://services1.arcgis.com/O1JpcwDW8sjYuddV/arcgis/rest/services/Traffic_Signal_Locations_TDA/FeatureServer/0,https://services1.arcgis.com/O1JpcwDW8sjYuddV/arcgis/rest/services/Traffic_Signal_Locations_TDA/FeatureServer/0/query?where=COUNTY%3D%27Miami-Dade%27&outFields=SIGNALID%2CCOUNTY%2CRDWYID%2CDISTRICT%2CMAINTAGC%2CSDESTRET%2CCNTLRDES%2CSIGNALNC&returnGeometry=true&outSR=4326&f=json
4269,87047000,Miami-Dade,6,MIAMI-DADE,NW 800 BLK,N/A,N/A,25.778041,-80.336604,FDOT Traffic Signal Locations TDA,https://services1.arcgis.com/O1JpcwDW8sjYuddV/arcgis/rest/services/Traffic_Signal_Locations_TDA/FeatureServer/0,https://services1.arcgis.com/O1JpcwDW8sjYuddV/arcgis/rest/services/Traffic_Signal_Locations_TDA/FeatureServer/0/query?where=COUNTY%3D%27Miami-Dade%27&outFields=SIGNALID%2CCOUNTY%2CRDWYID%2CDISTRICT%2CMAINTAGC%2CSDESTRET%2CCNTLRDES%2CSIGNALNC&returnGeometry=true&outSR=4326&f=json
7673,87250000,Miami-Dade,6,MIAMI-DADE,N/A,N/A,N/A,25.825207,-80.198702,FDOT Traffic Signal Locations TDA,https://services1.arcgis.com/O1JpcwDW8sjYuddV/arcgis/rest/services/Traffic_Signal_Locations_TDA/FeatureServer/0,https://services1.arcgis.com/O1JpcwDW8sjYuddV/arcgis/rest/services/Traffic_Signal_Locations_TDA/FeatureServer/0/query?where=COUNTY%3D%27Miami-Dade%27&outFields=SIGNALID%2CCOUNTY%2CRDWYID%2CDISTRICT%2CMAINTAGC%2CSDESTRET%2CCNTLRDES%2CSIGNALNC&returnGeometry=true&outSR=4326&f=json
3669,87030000,Miami-Dade,6,MIAMI-DADE,S ALHAMBRA CIRCLE,N/A,N/A,25.71193,-80.279987,FDOT Traffic Signal Locations TDA,https://services1.arcgis.com/O1JpcwDW8sjYuddV/arcgis/rest/services/Traffic_Signal_Locations_TDA/FeatureServer/0,https://services1.arcgis.com/O1JpcwDW8sjYuddV/arcgis/rest/services/Traffic_Signal_Locations_TDA/FeatureServer/0/query?where=COUNTY%3D%27Miami-Dade%27&outFields=SIGNALID%2CCOUNTY%2CRDWYID%2CDISTRICT%2CMAINTAGC%2CSDESTRET%2CCNTLRDES%2CSIGNALNC&returnGeometry=true&outSR=4326&f=json
2869,87281000,Miami-Dade,6,MIAMI-DADE,SR934/E25 ST/NW 79ST,N/A,02,25.845069,-80.266192,FDOT Traffic Signal Locations TDA,https://services1.arcgis.com/O1JpcwDW8sjYuddV/arcgis/rest/services/Traffic_Signal_Locations_TDA/FeatureServer/0,https://services1.arcgis.com/O1JpcwDW8sjYuddV/arcgis/rest/services/Traffic_Signal_Locations_TDA/FeatureServer/0/query?where=COUNTY%3D%27Miami-Dade%27&outFields=SIGNALID%2CCOUNTY%2CRDWYID%2CDISTRICT%2CMAINTAGC%2CSDESTRET%2CCNTLRDES%2CSIGNALNC&returnGeometry=true&outSR=4326&f=json
4111,87002000,Miami-Dade,6,MIAMI-DADE,NW 158 ST,N/A,N/A,25.917099,-80.292825,FDOT Traffic Signal Locations TDA,https://services1.arcgis.com/O1JpcwDW8sjYuddV/arcgis/rest/services/Traffic_Signal_Locations_TDA/FeatureServer/0,https://services1.arcgis.com/O1JpcwDW8sjYuddV/arcgis/rest/services/Traffic_Signal_Locations_TDA/FeatureServer/0/query?where=COUNTY%3D%27Miami-Dade%27&outFields=SIGNALID%2CCOUNTY%2CRDWYID%2CDISTRICT%2CMAINTAGC%2CSDESTRET%2CCNTLRDES%2CSIGNALNC&returnGeometry=true&outSR=4326&f=json
3573,87260536,Miami-Dade,6,MIAMI-DADE,NW 17 AVE,N/A,02,25.927234,-80.228481,FDOT Traffic Signal Locations TDA,https://services1.arcgis.com/O1JpcwDW8sjYuddV/arcgis/rest/services/Traffic_Signal_Locations_TDA/FeatureServer/0,https://services1.arcgis.com/O1JpcwDW8sjYuddV/arcgis/rest/services/Traffic_Signal_Locations_TDA/FeatureServer/0/query?where=COUNTY%3D%27Miami-Dade%27&outFields=SIGNALID%2CCOUNTY%2CRDWYID%2CDISTRICT%2CMAINTAGC%2CSDESTRET%2CCNTLRDES%2CSIGNALNC&returnGeometry=true&outSR=4326&f=json
2715,87060001,Miami-Dade,6,MIAMI-DADE,85 ST,N/A,N/A,25.869964,-80.122447,FDOT Traffic Signal Locations TDA,https://services1.arcgis.com/O1JpcwDW8sjYuddV/arcgis/rest/services/Traffic_Signal_Locations_TDA/FeatureServer/0,https://services1.arcgis.com/O1JpcwDW8sjYuddV/arcgis/rest/services/Traffic_Signal_Locations_TDA/FeatureServer/0/query?where=COUNTY%3D%27Miami-Dade%27&outFields=SIGNALID%2CCOUNTY%2CRDWYID%2CDISTRICT%2CMAINTAGC%2CSDESTRET%2CCNTLRDES%2CSIGNALNC&returnGeometry=true&outSR=4326&f=json
4231,87060000,Miami-Dade,6,MIAMI-DADE,90 ST,N/A,N/A,25.876068,-80.121579,FDOT Traffic Signal Locations TDA,https://services1.arcgis.com/O1JpcwDW8sjYuddV/arcgis/rest/services/Traffic_Signal_Locations_TDA/FeatureServer/0,https://services1.arcgis.com/O1JpcwDW8sjYuddV/arcgis/rest/services/Traffic_Signal_Locations_TDA/FeatureServer/0/query?where=COUNTY%3D%27Miami-Dade%27&outFields=SIGNALID%2CCOUNTY%2CRDWYID%2CDISTRICT%2CMAINTAGC%2CSDESTRET%2CCNTLRDES%2CSIGNALNC&returnGeometry=true&outSR=4326&f=json
