signal_id,road_id,county,district,maintaining_agency,signal_description,controller_design,signal_nc,latitude,longitude,source_name,source_portal,query_endpoint
3612,87140000,Miami-Dade,6,MIAMI-DADE,NW 191 ST,N/A,N/A,25.949733,-80.205383,FDOT Traffic Signal Locations TDA,https://services1.arcgis.com/O1JpcwDW8sjYuddV/arcgis/rest/services/Traffic_Signal_Locations_TDA/FeatureServer/0,https://services1.arcgis.com/O1JpcwDW8sjYuddV/arcgis/rest/services/Traffic_Signal_Locations_TDA/FeatureServer/0/query?where=COUNTY%3D%27Miami-Dade%27&outFields=SIGNALID%2CCOUNTY%2CRDWYID%2CDISTRICT%2CMAINTAGC%2CSDESTRET%2CCNTLRDES%2CSIGNALNC&returnGeometry=true&outSR=4326&f=json
3864,87047000,Miami-Dade,6,MIAMI-DADE,SW 32 ST,N/A,N/A,25.740025,-80.33566,FDOT Traffic Signal Locations TDA,https://services1.arcgis.com/O1JpcwDW8sjYuddV/arcgis/rest/services/Traffic_Signal_Locations_TDA/FeatureServer/0,https://services1.arcgis.com/O1JpcwDW8sjYuddV/arcgis/rest/services/Traffic_Signal_Locations_TDA/FeatureServer/0/query?where=COUNTY%3D%27Miami-Dade%27&outFields=SIGNALID%2CCOUNTY%2CRDWYID%2CDISTRICT%2CMAINTAGC%2CSDESTRET%2CCNTLRDES%2CSIGNALNC&returnGeometry=true&outSR=4326&f=json
4859,87053000,Miami-Dade,6,MIAMI-DADE,W 82 AVE,N/A,N/A,25.769681,-80.328245,FDOT Traffic Signal Locations TDA,https://services1.arcgis.com/O1JpcwDW8sjYuddV/arcgis/rest/services/Traffic_Signal_Locations_TDA/FeatureServer/0,https://services1.arcgis.com/O1JpcwDW8sjYuddV/arcgis/rest/services/Traffic_Signal_Locations_TDA/FeatureServer/0/query?where=COUNTY%3D%27Miami-Dade%27&outFields=SIGNALID%2CCOUNTY%2CRDWYID%2CDISTRICT%2CMAINTAGC%2CSDESTRET%2CCNTLRDES%2CSIGNALNC&returnGeometry=true&outSR=4326&f=json
3234,87220000,Miami-Dade,6,MIAMI-DADE,NW 5300 BLOCK,N/A,N/A,25.807735,-80.283921,FDOT Traffic Signal Locations TDA,https://services1.arcgis.com/O1JpcwDW8sjYuddV/arcgis/rest/services/Traffic_Signal_Locations_TDA/FeatureServer/0,https://services1.arcgis.com/O1JpcwDW8sjYuddV/arcgis/rest/services/Traffic_Signal_Locations_TDA/FeatureServer/0/query?where=COUNTY%3D%27Miami-Dade%27&outFields=SIGNALID%2CCOUNTY%2CRDWYID%2CDISTRICT%2CMAINTAGC%2CSDESTRET%2CCNTLRDES%2CSIGNALNC&returnGeometry=true&outSR=4326&f=json
4683,87030000,Miami-Dade,6,MIAMI-DADE,SW 70 AVE,N/A,N/A,25.690019,-80.306879,FDOT Traffic Signal Locations TDA,https://services1.arcgis.com/O1JpcwDW8sjYuddV/arcgis/rest/services/Traffic_Signal_Locations_TDA/FeatureServer/0,https://services1.arcgis.com/O1JpcwDW8sjYuddV/arcgis/rest/services/Traffic_Signal_Locations_TDA/FeatureServer/0/query?where=COUNTY%3D%27Miami-Dade%27&outFields=SIGNALID%2CCOUNTY%2CRDWYID%2CDISTRICT%2CMAINTAGC%2CSDESTRET%2CCNTLRDES%2CSIGNALNC&returnGeometry=true&outSR=4326&f=json
5130,87120000,Miami-Dade,6,MIAMI-DADE,SW 127 AVE,N/A,N/A,25.760899,-80.400837,FDOT Traffic Signal Locations TDA,https://services1.arcgis.com/O1JpcwDW8sjYuddV/arcgis/rest/services/Traffic_Signal_Locations_TDA/FeatureServer/0,https://services1.arcgis.com/O1JpcwDW8sjYuddV/arcgis/rest/services/Traffic_Signal_Locations_TDA/FeatureServer/0/query?where=COUNTY%3D%27Miami-Dade%27&outFields=SIGNALID%2CCOUNTY%2CRDWYID%2CDISTRICT%2CMAINTAGC%2CSDESTRET%2CCNTLRDES%2CSIGNALNC&returnGeometry=true&outSR=4326&f=json
4790,87150000,Miami-Dade,6,MIAMI-DADE,SW 288 ST,N/A,N/A,25.498982,-80.477673,FDOT Traffic Signal Locations TDA,https://services1.arcgis.com/O1JpcwDW8sjYuddV/arcgis/rest/services/Traffic_Signal_Locations_TDA/FeatureServer/0,https://services1.arcgis.com/O1JpcwDW8sjYuddV/arcgis/rest/services/Traffic_Signal_Locations_TDA/FeatureServer/0/query?where=COUNTY%3D%27Miami-Dade%27&outFields=SIGNALID%2CCOUNTY%2CRDWYID%2CDISTRICT%2CMAINTAGC%2CSDESTRET%2CCNTLRDES%2CSIGNALNC&returnGeometry=true&outSR=4326&f=json
4409,87038000,Miami-Dade,6,MIAMI-DADE,NW 5 AV,N/A,N/A,25.869338,-80.205825,FDOT Traffic Signal Locations TDA,https://services1.arcgis.com/O1JpcwDW8sjYuddV/arcgis/rest/services/Traffic_Signal_Locations_TDA/FeatureServer/0,https://services1.arcgis.com/O1JpcwDW8sjYuddV/arcgis/rest/services/Traffic_Signal_Locations_TDA/FeatureServer/0/query?where=COUNTY%3D%27Miami-Dade%27&outFields=SIGNALID%2CCOUNTY%2CRDWYID%2CDISTRICT%2CMAINTAGC%2CSDESTRET%2CCNTLRDES%2CSIGNALNC&returnGeometry=true&outSR=4326&f=json
4777,87030000,Miami-Dade,6,MIAMI-DADE,NE 62 ST,N/A,N/A,25.833305,-80.184078,FDOT Traffic Signal Locations TDA,https://services1.arcgis.com/O1JpcwDW8sjYuddV/arcgis/rest/services/Traffic_Signal_Locations_TDA/FeatureServer/0,https://services1.arcgis.com/O1JpcwDW8sjYuddV/arcgis/rest/services/Traffic_Signal_Locations_TDA/FeatureServer/0/query?where=COUNTY%3D%27Miami-Dade%27&outFields=SIGNALID%2CCOUNTY%2CRDWYID%2CDISTRICT%2CMAINTAGC%2CSDESTRET%2CCNTLRDES%2CSIGNALNC&returnGeometry=true&outSR=4326&f=json
4579,87030000,Miami-Dade,6,MIAMI-DADE,SE 5 ST,N/A,N/A,25.768556,-80.190042,FDOT Traffic Signal Locations TDA,https://services1.arcgis.com/O1JpcwDW8sjYuddV/arcgis/rest/services/Traffic_Signal_Locations_TDA/FeatureServer/0,https://services1.arcgis.com/O1JpcwDW8sjYuddV/arcgis/rest/services/Traffic_Signal_Locations_TDA/FeatureServer/0/query?where=COUNTY%3D%27Miami-Dade%27&outFields=SIGNALID%2CCOUNTY%2CRDWYID%2CDISTRICT%2CMAINTAGC%2CSDESTRET%2CCNTLRDES%2CSIGNALNC&returnGeometry=true&outSR=4326&f=json
2003,87170000,Miami-Dade,6,MIAMI-DADE,NE 10 AV,N/A,N/A,25.92697,-80.180087,FDOT Traffic Signal Locations TDA,https://services1.arcgis.com/O1JpcwDW8sjYuddV/arcgis/rest/services/Traffic_Signal_Locations_TDA/FeatureServer/0,https://services1.arcgis.com/O1JpcwDW8sjYuddV/arcgis/rest/services/Traffic_Signal_Locations_TDA/FeatureServer/0/query?where=COUNTY%3D%27Miami-Dade%27&outFields=SIGNALID%2CCOUNTY%2CRDWYID%2CDISTRICT%2CMAINTAGC%2CSDESTRET%2CCNTLRDES%2CSIGNALNC&returnGeometry=true&outSR=4326&f=json
2048,87090000,Miami-Dade,6,MIAMI-DADE,NW 2 AV,N/A,N/A,25.810336,-80.199001,FDOT Traffic Signal Locations TDA,https://services1.arcgis.com/O1JpcwDW8sjYuddV/arcgis/rest/services/Traffic_Signal_Locations_TDA/FeatureServer/0,https://services1.arcgis.com/O1JpcwDW8sjYuddV/arcgis/rest/services/Traffic_Signal_Locations_TDA/FeatureServer/0/query?where=COUNTY%3D%27Miami-Dade%27&outFields=SIGNALID%2CCOUNTY%2CRDWYID%2CDISTRICT%2CMAINTAGC%2CSDESTRET%2CCNTLRDES%2CSIGNALNC&returnGeometry=true&outSR=4326&f=json
3101,87140000,Miami-Dade,6,N/A,SR 916/NW 135 ST,N/A,N/A,25.898108,-80.21121,FDOT Traffic Signal Locations TDA,https://services1.arcgis.com/O1JpcwDW8sjYuddV/arcgis/rest/services/Traffic_Signal_Locations_TDA/FeatureServer/0,https://services1.arcgis.com/O1JpcwDW8sjYuddV/arcgis/rest/services/Traffic_Signal_Locations_TDA/FeatureServer/0/query?where=COUNTY%3D%27Miami-Dade%27&outFields=SIGNALID%2CCOUNTY%2CRDWYID%2CDISTRICT%2CMAINTAGC%2CSDESTRET%2CCNTLRDES%2CSIGNALNC&returnGeometry=true&outSR=4326&f=json
4633,87160000,Miami-Dade,6,MIAMI-DADE,SW/NW 6 AVE,N/A,N/A,25.447802,-80.485633,FDOT Traffic Signal Locations TDA,https://services1.arcgis.com/O1JpcwDW8sjYuddV/arcgis/rest/services/Traffic_Signal_Locations_TDA/FeatureServer/0,https://services1.arcgis.com/O1JpcwDW8sjYuddV/arcgis/rest/services/Traffic_Signal_Locations_TDA/FeatureServer/0/query?where=COUNTY%3D%27Miami-Dade%27&outFields=SIGNALID%2CCOUNTY%2CRDWYID%2CDISTRICT%2CMAINTAGC%2CSDESTRET%2CCNTLRDES%2CSIGNALNC&returnGeometry=true&outSR=4326&f=json
4818,87047000,Miami-Dade,6,MIAMI-DADE,NW 8 ST,N/A,N/A,25.777359,-80.336604,FDOT Traffic Signal Locations TDA,https://services1.arcgis.com/O1JpcwDW8sjYuddV/arcgis/rest/services/Traffic_Signal_Locations_TDA/FeatureServer/0,https://services1.arcgis.com/O1JpcwDW8sjYuddV/arcgis/rest/services/Traffic_Signal_Locations_TDA/FeatureServer/0/query?where=COUNTY%3D%27Miami-Dade%27&outFields=SIGNALID%2CCOUNTY%2CRDWYID%2CDISTRICT%2CMAINTAGC%2CSDESTRET%2CCNTLRDES%2CSIGNALNC&returnGeometry=true&outSR=4326&f=json
4486,87066000,Miami-Dade,6,MIAMI-DADE,NE 12 AVE,N/A,N/A,25.890763,-80.174303,FDOT Traffic Signal Locations TDA,https://services1.arcgis.com/O1JpcwDW8sjYuddV/arcgis/rest/services/Traffic_Signal_Locations_TDA/FeatureServer/0,https://services1.arcgis.com/O1JpcwDW8sjYuddV/arcgis/rest/services/Traffic_Signal_Locations_TDA/FeatureServer/0/query?where=COUNTY%3D%27Miami-Dade%27&outFields=SIGNALID%2CCOUNTY%2CRDWYID%2CDISTRICT%2CMAINTAGC%2CSDESTRET%2CCNTLRDES%2CSIGNALNC&returnGeometry=true&outSR=4326&f=json
3770,87060000,Miami-Dade,6,MIAMI-DADE,65 ST,N/A,N/A,25.8482,-80.120262,FDOT Traffic Signal Locations TDA,https://services1.arcgis.com/O1JpcwDW8sjYuddV/arcgis/rest/services/Traffic_Signal_Locations_TDA/FeatureServer/0,https://services1.arcgis.com/O1JpcwDW8sjYuddV/arcgis/rest/services/Traffic_Signal_Locations_TDA/FeatureServer/0/query?where=COUNTY%3D%27Miami-Dade%27&outFields=SIGNALID%2CCOUNTY%2CRDWYID%2CDISTRICT%2CMAINTAGC%2CSDESTRET%2CCNTLRDES%2CSIGNALNC&returnGeometry=true&outSR=4326&f=json
4878,87140000,Miami-Dade,6,MIAMI-DADE,NW 32 ST,N/A,N/A,25.80634,-80.207412,FDOT Traffic Signal Locations TDA,https://services1.arcgis.com/O1JpcwDW8sjYuddV/arcgis/rest/services/Traffic_Signal_Locations_TDA/FeatureServer/0,https://services1.arcgis.com/O1JpcwDW8sjYuddV/arcgis/rest/services/Traffic_Signal_Locations_TDA/FeatureServer/0/query?where=COUNTY%3D%27Miami-Dade%27&outFields=SIGNALID%2CCOUNTY%2CRDWYID%2CDISTRICT%2CMAINTAGC%2CSDESTRET%2CCNTLRDES%2CSIGNALNC&returnGeometry=true&outSR=4326&f=json
4402,87038000,Miami-Dade,6,MIAMI-DADE,W 2 AV,N/A,N/A,25.866724,-80.286809,FDOT Traffic Signal Locations TDA,https://services1.arcgis.com/O1JpcwDW8sjYuddV/arcgis/rest/services/Traffic_Signal_Locations_TDA/FeatureServer/0,https://services1.arcgis.com/O1JpcwDW8sjYuddV/arcgis/rest/services/Traffic_Signal_Locations_TDA/FeatureServer/0/query?where=COUNTY%3D%27Miami-Dade%27&outFields=SIGNALID%2CCOUNTY%2CRDWYID%2CDISTRICT%2CMAINTAGC%2CSDESTRET%2CCNTLRDES%2CSIGNALNC&returnGeometry=true&outSR=4326&f=json
2242,87140000,Miami-Dade,6,MIAMI-DADE,US41/SR90/SW 7 ST,N/A,02,25.76696,-80.207472,FDOT Traffic Signal Locations TDA,https://services1.arcgis.com/O1JpcwDW8sjYuddV/arcgis/rest/services/Traffic_Signal_Locations_TDA/FeatureServer/0,https://services1.arcgis.com/O1JpcwDW8sjYuddV/arcgis/rest/services/Traffic_Signal_Locations_TDA/FeatureServer/0/query?where=COUNTY%3D%27Miami-Dade%27&outFields=SIGNALID%2CCOUNTY%2CRDWYID%2CDISTRICT%2CMAINTAGC%2CSDESTRET%2CCNTLRDES%2CSIGNALNC&returnGeometry=true&outSR=4326&f=json
5774,87026005,Miami-Dade,6,MIAMI-DADE,N/A,N/A,N/A,25.942286,-80.326709,FDOT Traffic Signal Locations TDA,https://services1.arcgis.com/O1JpcwDW8sjYuddV/arcgis/rest/services/Traffic_Signal_Locations_TDA/FeatureServer/0,https://services1.arcgis.com/O1JpcwDW8sjYuddV/arcgis/rest/services/Traffic_Signal_Locations_TDA/FeatureServer/0/query?where=COUNTY%3D%27Miami-Dade%27&outFields=SIGNALID%2CCOUNTY%2CRDWYID%2CDISTRICT%2CMAINTAGC%2CSDESTRET%2CCNTLRDES%2CSIGNALNC&returnGeometry=true&outSR=4326&f=json
5239,87019000,Miami-Dade,6,MIAMI-DADE,NW 203 ST,N/A,N/A,25.960687,-80.246437,FDOT Traffic Signal Locations TDA,https://services1.arcgis.com/O1JpcwDW8sjYuddV/arcgis/rest/services/Traffic_Signal_Locations_TDA/FeatureServer/0,https://services1.arcgis.com/O1JpcwDW8sjYuddV/arcgis/rest/services/Traffic_Signal_Locations_TDA/FeatureServer/0/query?where=COUNTY%3D%27Miami-Dade%27&outFields=SIGNALID%2CCOUNTY%2CRDWYID%2CDISTRICT%2CMAINTAGC%2CSDESTRET%2CCNTLRDES%2CSIGNALNC&returnGeometry=true&outSR=4326&f=json
3690,87060000,Miami-Dade,6,MIAMI-DADE,5000 BLK,N/A,N/A,25.827071,-80.121727,FDOT Traffic Signal Locations TDA,https://services1.arcgis.com/O1JpcwDW8sjYuddV/arcgis/rest/services/Traffic_Signal_Locations_TDA/FeatureServer/0,https://services1.arcgis.com/O1JpcwDW8sjYuddV/arcgis/rest/services/Traffic_Signal_Locations_TDA/FeatureServer/0/query?where=COUNTY%3D%27Miami-Dade%27&outFields=SIGNALID%2CCOUNTY%2CRDWYID%2CDISTRICT%2CMAINTAGC%2CSDESTRET%2CCNTLRDES%2CSIGNALNC&returnGeometry=true&outSR=4326&f=json
2665,87060000,Miami-Dade,6,MIAMI-DADE,17 ST,N/A,N/A,25.792396,-80.129731,FDOT Traffic Signal Locations TDA,https://services1.arcgis.com/O1JpcwDW8sjYuddV/arcgis/rest/services/Traffic_Signal_Locations_TDA/FeatureServer/0,https://services1.arcgis.com/O1JpcwDW8sjYuddV/arcgis/rest/services/Traffic_Signal_Locations_TDA/FeatureServer/0/query?where=COUNTY%3D%27Miami-Dade%27&outFields=SIGNALID%2CCOUNTY%2CRDWYID%2CDISTRICT%2CMAINTAGC%2CSDESTRET%2CCNTLRDES%2CSIGNALNC&returnGeometry=true&outSR=4326&f=json
3641,87091000,Miami-Dade,6,MIAMI-DADE,HOMESTEAD AVE,N/A,N/A,25.596144,-80.358079,FDOT Traffic Signal Locations TDA,https://services1.arcgis.com/O1JpcwDW8sjYuddV/arcgis/rest/services/Traffic_Signal_Locations_TDA/FeatureServer/0,https://services1.arcgis.com/O1JpcwDW8sjYuddV/arcgis/rest/services/Traffic_Signal_Locations_TDA/FeatureServer/0/query?where=COUNTY%3D%27Miami-Dade%27&outFields=SIGNALID%2CCOUNTY%2CRDWYID%2CDISTRICT%2CMAINTAGC%2CSDESTRET%2CCNTLRDES%2CSIGNALNC&returnGeometry=true&outSR=4326&f=json
4565,87120000,Miami-Dade,6,MIAMI-DADE,SW 82 AVE,N/A,N/A,25.762118,-80.327804,FDOT Traffic Signal Locations TDA,https://services1.arcgis.com/O1JpcwDW8sjYuddV/arcgis/rest/services/Traffic_Signal_Locations_TDA/FeatureServer/0,https://services1.arcgis.com/O1JpcwDW8sjYuddV/arcgis/rest/services/Traffic_Signal_Locations_TDA/FeatureServer/0/query?where=COUNTY%3D%27Miami-Dade%27&outFields=SIGNALID%2CCOUNTY%2CRDWYID%2CDISTRICT%2CMAINTAGC%2CSDESTRET%2CCNTLRDES%2CSIGNALNC&returnGeometry=true&outSR=4326&f=json
4852,87002000,Miami-Dade,6,MIAMI-DADE,RAMP GRATIGNY PKWY,N/A,N/A,25.89469,-80.291729,FDOT Traffic Signal Locations TDA,https://services1.arcgis.com/O1JpcwDW8sjYuddV/arcgis/rest/services/Traffic_Signal_Locations_TDA/FeatureServer/0,https://services1.arcgis.com/O1JpcwDW8sjYuddV/arcgis/rest/services/Traffic_Signal_Locations_TDA/FeatureServer/0/query?where=COUNTY%3D%27Miami-Dade%27&outFields=SIGNALID%2CCOUNTY%2CRDWYID%2CDISTRICT%2CMAINTAGC%2CSDESTRET%2CCNTLRDES%2CSIGNALNC&returnGeometry=true&outSR=4326&f=json
5291,87080900,Miami-Dade,6,MIAMI-DADE,N/A,N/A,N/A,25.847147,-80.206628,FDOT Traffic Signal Locations TDA,https://services1.arcgis.com/O1JpcwDW8sjYuddV/arcgis/rest/services/Traffic_Signal_Locations_TDA/FeatureServer/0,https://services1.arcgis.com/O1JpcwDW8sjYuddV/arcgis/rest/services/Traffic_Signal_Locations_TDA/FeatureServer/0/query?where=COUNTY%3D%27Miami-Dade%27&outFields=SIGNALID%2CCOUNTY%2CRDWYID%2CDISTRICT%2CMAINTAGC%2CSDESTRET%2CCNTLRDES%2CSIGNALNC&returnGeometry=true&outSR=4326&f=json
2220,87053001,Miami-Dade,6,MIAMI-DADE,SR 933/SW 12 AV,N/A,02,25.772529,-80.214642,FDOT Traffic Signal Locations TDA,https://services1.arcgis.com/O1JpcwDW8sjYuddV/arcgis/rest/services/Traffic_Signal_Locations_TDA/FeatureServer/0,https://services1.arcgis.com/O1JpcwDW8sjYuddV/arcgis/rest/services/Traffic_Signal_Locations_TDA/FeatureServer/0/query?where=COUNTY%3D%27Miami-Dade%27&outFields=SIGNALID%2CCOUNTY%2CRDWYID%2CDISTRICT%2CMAINTAGC%2CSDESTRET%2CCNTLRDES%2CSIGNALNC&returnGeometry=true&outSR=4326&f=json
2257,87054000,Miami-Dade,6,MIAMI-DADE,SW 1 AV,N/A,N/A,25.761551,-80.195162,FDOT Traffic Signal Locations TDA,https://services1.arcgis.com/O1JpcwDW8sjYuddV/arcgis/rest/services/Traffic_Signal_Locations_TDA/FeatureServer/0,https://services1.arcgis.com/O1JpcwDW8sjYuddV/arcgis/rest/services/Traffic_Signal_Locations_TDA/FeatureServer/0/query?where=COUNTY%3D%27Miami-Dade%27&outFields=SIGNALID%2CCOUNTY%2CRDWYID%2CDISTRICT%2CMAINTAGC%2CSDESTRET%2CCNTLRDES%2CSIGNALNC&returnGeometry=true&outSR=4326&f=json
2664,87060000,Miami-Dade,6,MIAMI-DADE,LINCOLN RD,N/A,N/A,25.790784,-80.12998,FDOT Traffic Signal Locations TDA,https://services1.arcgis.com/O1JpcwDW8sjYuddV/arcgis/rest/services/Traffic_Signal_Locations_TDA/FeatureServer/0,https://services1.arcgis.com/O1JpcwDW8sjYuddV/arcgis/rest/services/Traffic_Signal_Locations_TDA/FeatureServer/0/query?where=COUNTY%3D%27Miami-Dade%27&outFields=SIGNALID%2CCOUNTY%2CRDWYID%2CDISTRICT%2CMAINTAGC%2CSDESTRET%2CCNTLRDES%2CSIGNALNC&returnGeometry=true&outSR=4326&f=json
2457,87250000,Miami-Dade,6,MIAMI-DADE,N/A,N/A,N/A,25.82404,-80.2373,FDOT Traffic Signal Locations TDA,https://services1.arcgis.com/O1JpcwDW8sjYuddV/arcgis/rest/services/Traffic_Signal_Locations_TDA/FeatureServer/0,https://services1.arcgis.com/O1JpcwDW8sjYuddV/arcgis/rest/services/Traffic_Signal_Locations_TDA/FeatureServer/0/query?where=COUNTY%3D%27Miami-Dade%27&outFields=SIGNALID%2CCOUNTY%2CRDWYID%2CDISTRICT%2CMAINTAGC%2CSDESTRET%2CCNTLRDES%2CSIGNALNC&returnGeometry=true&outSR=4326&f=json
6444,87030000,Miami-Dade,6,MIAMI-DADE,NE 9 ST,N/A,N/A,25.783013,-80.189306,FDOT Traffic Signal Locations TDA,https://services1.arcgis.com/O1JpcwDW8sjYuddV/arcgis/rest/services/Traffic_Signal_Locations_TDA/FeatureServer/0,https://services1.arcgis.com/O1JpcwDW8sjYuddV/arcgis/rest/services/Traffic_Signal_Locations_TDA/FeatureServer/0/query?where=COUNTY%3D%27Miami-Dade%27&outFields=SIGNALID%2CCOUNTY%2CRDWYID%2CDISTRICT%2CMAINTAGC%2CSDESTRET%2CCNTLRDES%2CSIGNALNC&returnGeometry=true&outSR=4326&f=json
2243,87120000,Miami-Dade,6,MIAMI-DADE,US-1/SR 5/BRICKELL,N/A,02,25.766179,-80.190699,FDOT Traffic Signal Locations TDA,https://services1.arcgis.com/O1JpcwDW8sjYuddV/arcgis/rest/services/Traffic_Signal_Locations_TDA/FeatureServer/0,https://services1.arcgis.com/O1JpcwDW8sjYuddV/arcgis/rest/services/Traffic_Signal_Locations_TDA/FeatureServer/0/query?where=COUNTY%3D%27Miami-Dade%27&outFields=SIGNALID%2CCOUNTY%2CRDWYID%2CDISTRICT%2CMAINTAGC%2CSDESTRET%2CCNTLRDES%2CSIGNALNC&returnGeometry=true&outSR=4326&f=json
4773,87140000,Miami-Dade,6,MIAMI-DADE,NW 204 ST,N/A,N/A,25.96284,-80.205785,FDOT Traffic Signal Locations TDA,https://services1.arcgis.com/O1JpcwDW8sjYuddV/arcgis/rest/services/Traffic_Signal_Locations_TDA/FeatureServer/0,https://services1.arcgis.com/O1JpcwDW8sjYuddV/arcgis/rest/services/Traffic_Signal_Locations_TDA/FeatureServer/0/query?where=COUNTY%3D%27Miami-Dade%27&outFields=SIGNALID%2CCOUNTY%2CRDWYID%2CDISTRICT%2CMAINTAGC%2CSDESTRET%2CCNTLRDES%2CSIGNALNC&returnGeometry=true&outSR=4326&f=json
2144,87120000,Miami-Dade,6,MIAMI-DADE,SR 953/ SW 42 AVE,N/A,02,25.764435,-80.263328,FDOT Traffic Signal Locations TDA,https://services1.arcgis.com/O1JpcwDW8sjYuddV/arcgis/rest/services/Traffic_Signal_Locations_TDA/FeatureServer/0,https://services1.arcgis.com/O1JpcwDW8sjYuddV/arcgis/rest/services/Traffic_Signal_Locations_TDA/FeatureServer/0/query?where=COUNTY%3D%27Miami-Dade%27&outFields=SIGNALID%2CCOUNTY%2CRDWYID%2CDISTRICT%2CMAINTAGC%2CSDESTRET%2CCNTLRDES%2CSIGNALNC&returnGeometry=true&outSR=4326&f=json
3784,87260527,Miami-Dade,6,MIAMI-DADE,NW 67 AVE/LUDLAM RD,N/A,02,25.924442,-80.3094,FDOT Traffic Signal Locations TDA,https://services1.arcgis.com/O1JpcwDW8sjYuddV/arcgis/rest/services/Traffic_Signal_Locations_TDA/FeatureServer/0,https://services1.arcgis.com/O1JpcwDW8sjYuddV/arcgis/rest/services/Traffic_Signal_Locations_TDA/FeatureServer/0/query?where=COUNTY%3D%27Miami-Dade%27&outFields=SIGNALID%2CCOUNTY%2CRDWYID%2CDISTRICT%2CMAINTAGC%2CSDESTRET%2CCNTLRDES%2CSIGNALNC&returnGeometry=true&outSR=4326&f=json
3754,87008000,Miami-Dade,6,MIAMI-DADE,SIMBAD AVE,N/A,N/A,25.89712,-80.247483,FDOT Traffic Signal Locations TDA,https://services1.arcgis.com/O1JpcwDW8sjYuddV/arcgis/rest/services/Traffic_Signal_Locations_TDA/FeatureServer/0,https://services1.arcgis.com/O1JpcwDW8sjYuddV/arcgis/rest/services/Traffic_Signal_Locations_TDA/FeatureServer/0/query?where=COUNTY%3D%27Miami-Dade%27&outFields=SIGNALID%2CCOUNTY%2CRDWYID%2CDISTRICT%2CMAINTAGC%2CSDESTRET%2CCNTLRDES%2CSIGNALNC&returnGeometry=true&outSR=4326&f=json
3319,87060000,Miami-Dade,6,MIAMI-DADE,95 ST,N/A,N/A,25.88511,-80.122542,FDOT Traffic Signal Locations TDA,https://services1.arcgis.com/O1JpcwDW8sjYuddV/arcgis/rest/services/Traffic_Signal_Locations_TDA/FeatureServer/0,https://services1.arcgis.com/O1JpcwDW8sjYuddV/arcgis/rest/services/Traffic_Signal_Locations_TDA/FeatureServer/0/query?where=COUNTY%3D%27Miami-Dade%27&outFields=SIGNALID%2CCOUNTY%2CRDWYID%2CDISTRICT%2CMAINTAGC%2CSDESTRET%2CCNTLRDES%2CSIGNALNC&returnGeometry=true&outSR=4326&f=json
6448,87140000,Miami-Dade,6,MIAMI-DADE,N/A,N/A,N/A,25.833428,-80.208551,FDOT Traffic Signal Locations TDA,https://services1.arcgis.com/O1JpcwDW8sjYuddV/arcgis/rest/services/Traffic_Signal_Locations_TDA/FeatureServer/0,https://services1.arcgis.com/O1JpcwDW8sjYuddV/arcgis/rest/services/Traffic_Signal_Locations_TDA/FeatureServer/0/query?where=COUNTY%3D%27Miami-Dade%27&outFields=SIGNALID%2CCOUNTY%2CRDWYID%2CDISTRICT%2CMAINTAGC%2CSDESTRET%2CCNTLRDES%2CSIGNALNC&returnGeometry=true&outSR=4326&f=json
4377,87044000,Miami-Dade,6,MIAMI-DADE,SW 62 AV,N/A,N/A,25.73366,-80.294746,FDOT Traffic Signal Locations TDA,https://services1.arcgis.com/O1JpcwDW8sjYuddV/arcgis/rest/services/Traffic_Signal_Locations_TDA/FeatureServer/0,https://services1.arcgis.com/O1JpcwDW8sjYuddV/arcgis/rest/services/Traffic_Signal_Locations_TDA/FeatureServer/0/query?where=COUNTY%3D%27Miami-Dade%27&outFields=SIGNALID%2CCOUNTY%2CRDWYID%2CDISTRICT%2CMAINTAGC%2CSDESTRET%2CCNTLRDES%2CSIGNALNC&returnGeometry=true&outSR=4326&f=json
5797,87030000,Miami-Dade,6,MIAMI-DADE,NE 213 ST,N/A,N/A,25.973001,-80.142635,FDOT Traffic Signal Locations TDA,https://services1.arcgis.com/O1JpcwDW8sjYuddV/arcgis/rest/services/Traffic_Signal_Locations_TDA/FeatureServer/0,https://services1.arcgis.com/O1JpcwDW8sjYuddV/arcgis/rest/services/Traffic_Signal_Locations_TDA/FeatureServer/0/query?where=COUNTY%3D%27Miami-Dade%27&outFields=SIGNALID%2CCOUNTY%2CRDWYID%2CDISTRICT%2CMAINTAGC%2CSDESTRET%2CCNTLRDES%2CSIGNALNC&returnGeometry=true&outSR=4326&f=json
2668,87060000,Miami-Dade,6,MIAMI-DADE,21 ST,N/A,N/A,25.796297,-80.128849,FDOT Traffic Signal Locations TDA,https://services1.arcgis.com/O1JpcwDW8sjYuddV/arcgis/rest/services/Traffic_Signal_Locations_TDA/FeatureServer/0,https://services1.arcgis.com/O1JpcwDW8sjYuddV/arcgis/rest/services/Traffic_Signal_Locations_TDA/FeatureServer/0/query?where=COUNTY%3D%27Miami-Dade%27&outFields=SIGNALID%2CCOUNTY%2CRDWYID%2CDISTRICT%2CMAINTAGC%2CSDESTRET%2CCNTLRDES%2CSIGNALNC&returnGeometry=true&outSR=4326&f=json
